Time,PinPullerTemp,Spare,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused,Unused,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostevntCount
8264432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2211E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,46,0,0
8265432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2178E+0,2.7637E+0,372.1623E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,42,0,0
8266432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2178E+0,2.7626E+0,372.1623E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,40,0,0
8267432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2178E+0,2.7626E+0,373.2634E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,42,0,0
8268432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2178E+0,2.7626E+0,373.2634E-3,3.8273E+0,1.0515E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,56,0,0
8269432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2178E+0,2.7626E+0,373.2634E-3,3.8273E+0,1.0526E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,45,0,0
8270432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2178E+0,2.7626E+0,373.2634E-3,3.8273E+0,1.0526E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,42,0,0
8271432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2178E+0,2.7626E+0,373.2634E-3,3.8273E+0,1.0526E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,45,0,0
8272432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2178E+0,2.7626E+0,373.2634E-3,3.8273E+0,1.0526E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,43,0,0
8273432,-273.0000E+0,-268.5957E+0,21.0963E+0,-273.0000E+0,1.2178E+0,2.7626E+0,373.2634E-3,3.8273E+0,1.0526E+0,0.0000E+0,14.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,0.0000E+0,3.8626E+0,55,0,0
